text,ipc_section
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",109IPCCrl
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",161
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",164Cr
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",16POCSO
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",363
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",363IPC
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",366AIPC
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",376DIPC
"Shyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017. Between Shyam Kumar and State ( Nct Of Delhi). using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi High CourtShyam Kumar vs State ( Nct Of Delhi) on 1 March, 2017Author:Mukta GuptaBench:Mukta Gupta*      IN THE HIGH COURT OF DELHI AT NEW DELHI
%                                           Decided on: 1st March, 2017",6POCSO
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",161CrPC
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",164CrPC
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",281CrPC
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",313Cr
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",323IPC
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",361IPC
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",363
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",363IPC
"State vs Mahabir Etc on 11 March, 2025. Between State and Mahabir Etc. using ourVirtual Legal Assistantand get email alerts whenever a new judgment matches your query (Query Alert Service). Try out ourPremium Member Services--Sign up todayand get free trial for one month.Delhi District CourtState vs Mahabir Etc on 11 March, 2025IN THE COURT OF MS. DEEKSHA SETHI, JMFC-08,
SOUTH WEST DISTRICT, DWARKA COURTS, DELHI
CNR No.           :       DLSW02-026152-2019
ID. No.           :       12049/2019
FIR No.           :       95/2010
U/s               :       363/365/323/3",363IPChad
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",354
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",354IPC
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",372
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",374
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",375
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",375IPC
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",376
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",376IPC
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",377
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",378
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",417
"Madan Gopal Kakkad vs Naval Dubey And Anr on 29 April, 1992. Between Madan Gopal Kakkad and Naval Dubey And Anr. The  victim  girl (PW. 13) aged about 8 years  was	 the
daughter  of  the  neighbour of the respondent.	 She  was  a
friend	of respondent's niece and both the children used  to
play  together.	 According to the prosecution case,  on	 the
fateful	 day  when respondent's niece and PW.  13  with	 her
younger	 brother were playing in respondent's drawing  hall,
and there was no one else in the house, the respondent	sent
his niece with younger brother of PW. 13 outside. He  bolted
the door from insid",44
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",12
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",34
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",342
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",34IPC
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",354IPC
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",363
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",363IPC
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",366
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",375
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",375IPC
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",376
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",376IPC
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",4
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",452Cr
"State Of Maharashtra vs Rajendra Jawnmal Gandhi on 11 September, 1997. Between State Of Maharashtra and Rajendra Jawnmal Gandhi. ",511IPC
